r,theta
0.0,0.0
2.9839587451905905,-2.305342674340599
6.09734806352316,-1.7355463322812974
9.311579046467152,-1.8988271880608854
11.9965229287157,-1.823551419006452
15.994168368572126,-1.7969765286611015
19.85578067127403,-1.825352424189738
22.219672607248828,-1.706225423084496
26.252246307391463,-1.6774134661776672
28.004971557543822,-1.5359410436545233
29.43890142803169,-1.3979027946695444
29.472905061084855,-1.2638798728321965
29.822868039850576,-1.1321926281258337
31.84209729636489,-1.0120758766133913
32.727944090224,-0.9133486076955442
29.504560218752218,-0.825946631817878
29.598071371325087,-0.6970175448954788
32.35469579853193,-0.6033111483746396
30.113747063750754,-0.4977693610451059
27.105605675941938,-0.3967585266069221
26.332234657720566,-0.24851081835370467
28.51739918936259,-0.1182114980737316
29.49219326497514,0.016552697045912963
28.380344137780018,0.1373969517858597
25.631516537365467,0.25497311854377597
23.61004766227977,0.4047699251589677
23.020305653723533,0.5833653958349684
20.667313525351513,0.7169171037707294
16.984424131424337,0.7845823728419852
15.867455014667724,1.0319969265566251
16.302089539049486,1.2914681884728814
17.21483695343254,1.5364823440019002
19.06019237660511,1.74540269691758
20.422436181195177,1.9462282353032805
21.811620722208705,2.1323916010052106
22.879268474012065,2.314661492035249
24.226288543381642,2.4797413872442022
26.88938750269403,2.5939787908564305
30.56646084798126,2.6658279584564726
31.924614462849743,2.7819318956817556
30.817117360120687,2.9107981184618823
30.66402660734374,3.0449793504414435
32.6479454025853,3.1612472117229458
33.33410350110693,3.283294180383995
33.76134087009108,3.4060535803916303
34.09349984023313,3.526637778193088
33.94309054004075,3.650403519830446
33.62488209432444,3.774368269613609
35.39992750418972,3.8767946483245046
36.6421812790656,3.9881772778628912
38.52769316157224,4.0851269613283785
38.837096104841855,4.192455509505118
39.84559170657141,4.295516670015054
39.84688360485556,4.401111016970296
39.84512018625158,4.506061398879748
39.85544896832674,4.6105022291859985
40.98153940784239,4.711034845943517
43.363809790708224,4.7920865195934805
44.94612280867678,4.876483301633802
47.35343815601305,4.949400224160096
49.4618197001387,5.024806745824865
51.99308958052951,5.091202224243899
54.640208445768906,5.152674350841004
56.708475814226404,5.214439604142738
54.81059279400419,5.271685884500923
54.46616974708313,5.34769931661412
55.05649895508339,5.423772874513075
56.870370123857704,5.488718208562369
56.17898665043069,5.5568458280618716
53.47288821529413,5.615803377588836
50.97200237249809,5.680791763484029
49.40545555758847,5.757620780021703
48.82928553166891,5.842187221079637
50.83937521472913,5.915375275415719
51.762661267010785,5.9933929278016596
52.803476328190015,6.0697884650293545
52.47335038336744,6.148765279260035
52.07628730789032,6.229050802605797
51.57533280821328,6.308880181450035
51.29026542021742,6.389624164512528
50.7338926147733,6.465992418938953
49.063694646226274,6.542381742848194
47.329486918835784,6.621362844249784
46.12057301652056,6.706705715155945
44.80222771793243,6.79479607978984
43.85083785251165,6.8874588033066395
43.290603726508564,6.983366917270621
43.13676831201486,7.080867665934215
43.15642129749083,7.178489663400186
43.44236892372349,7.27563801890619
43.38678663217256,7.372283643424796
42.97504211913641,7.434830524835407
42.81152431850846,7.532489670163307
43.4627580147985,7.628047368724291
44.872111149107056,7.717961762977522
46.40022642158381,7.804066059000515
48.53913962988723,7.880422353064
50.26872278118716,7.957427222166174
47.52722578175435,8.001803396702194
47.289856324766596,8.088077517905386
48.44124954046719,8.172808126374669
50.219570812173465,8.249669240177482
52.931094101402984,8.312186142040682
53.770963141322,8.380231720152098
53.656803651526616,8.456067280046048
53.92772785341168,8.529058722752497
55.7950508989822,8.597933800300979
57.87706150364079,8.661740270111146
60.60367503715415,8.714139510371417
61.42751660231379,8.781156598166614
60.97420380575682,8.844698837423277
60.343320181074056,8.909229727980314
63.5412424944988,8.950836894031882
66.25200866450267,8.999695579436178
66.4427068448449,9.060403888958938
65.97150834182447,9.123498840970159
65.04966939358364,9.18584964596205
65.5330552813854,9.2499842128327
66.4443847307574,9.309058136255135
66.09048955782573,9.372442709813106
66.00434361841475,9.43625043138674
66.18699239097513,9.49996499299424
66.63622562682214,9.563074570195306
67.42217982724205,9.624750947285268
69.16242630133918,9.680968820377366
71.33860582163636,9.731923146358561
73.5774528715517,9.77937266650782
74.28716061459853,9.8348967339261
73.03151033901621,9.888975522964031
73.01859549120468,9.946424760119463
71.20125431503584,9.997369172878825
70.78756943465739,10.055071915556274
68.76066149149464,10.105738790006741
67.57150720691823,10.164322179504982
66.55792925815703,10.225238856379756
65.95794044596771,10.287485741520776
64.2364446904391,10.342043116453974
62.824516964880644,10.399778774409956
62.85805725519817,10.466073417684495
63.95165952703652,10.530027190270925
63.62939392542928,10.594634587328041
63.27433104012999,10.65839528070125
65.09775939304744,10.716203633680554
67.50893110798997,10.767987059083119
69.83139719269418,10.819213485939704
69.4786668038936,10.878123599335055
70.09087343108621,10.937263168893598
71.84549501338772,10.991254579495937
73.31488286478816,11.045640280380152
74.40549856012656,11.100023356836056
74.01006534712667,11.155961623065991
75.04321127429888,11.210047146592501
76.67504216448206,11.260499991495582
77.8848388653105,11.31274784202146
78.14860752016827,11.362895750311178
76.54645751868293,11.413284035596154
76.02928109959015,11.468060716656638
76.36532843383901,11.522680098799123
78.21179251800748,11.571274328874903
79.55575641968608,11.621878816436492
80.54216087473934,11.672949358389214
80.73883309329975,11.724510836765335
79.57806365312493,11.77483000194376
78.83428866386109,11.827210640286042
79.85239886906508,11.876914752686185
82.16728258671381,11.920396780569941
84.14607324081973,11.964593345025182
83.58056299995329,12.010572864072284
81.4356380082398,12.05454976235839
79.45652762982726,12.10081078474382
77.65591057305596,12.149325185788788
77.65488736329812,12.201174529237454
80.5626695933725,12.239746876655005
82.29468095590254,12.284037863259002
82.21145438017926,12.333901002678521
81.34396146386523,12.384339547022192
80.68755121284697,12.435731529252557
81.21215043289067,12.485227293288993
83.33950372411819,12.529453939298765
85.48598123058589,12.572039499747769
87.09521451425796,12.613134329067133
87.39368585332286,12.661324565536493
87.89345983367863,12.709076805471446
88.25457041041179,12.756531556931385
88.22150940323367,12.804239067794445
87.96870763346713,12.851997851457101
88.14241518029921,12.899793734918136
88.38300607170599,12.947441384209828
89.01575122398997,12.99400028507846
89.89339561168784,13.038795776956418
90.17222876333234,13.084642717698499
90.33296047586934,13.129097998307747
89.7859996826928,13.175093736450156
89.14187288169909,13.22165316124493
88.61085487454568,13.268615050485865
87.59390029317248,13.31502878730441
86.90018517602114,13.362636026597297
85.70494889076896,13.409470425563407
86.04850304882055,13.458383703941493
84.91993260437754,13.505855402187986
84.59332925874766,13.555216633939558
82.04629557514218,13.588416241319191
80.02351701958497,13.633892096620006
79.20157809190138,13.685570847308147
79.68608200595965,13.738275528782292
80.38891327436906,13.790201062406004
81.1924416761727,13.841380260629194
82.09343337566422,13.891781833725735
83.41641648156585,13.940141289868361
84.3456138468267,13.989099912796766
85.06285761171476,14.03802698424451
85.64772067123668,14.086917557445027
86.00010287642128,14.135620179204654
84.3660143858873,14.179423361298294
82.26691303493689,14.223285024086564
80.80836653147048,14.271785489338201
81.40180541984074,14.323018866997392
82.32502868647589,14.373215600213427
84.06046449326941,14.419387394604499
86.04099370639146,14.463127313748059
88.39589796757637,14.503098936797121
91.1292524670883,14.538842871723112
93.60778719141608,14.575714194138204
95.68457274422384,14.614255790588455
97.5758664220089,14.652735046799112
96.53791294257175,14.694824240092405
95.6745085243186,14.73775038913415
95.28224965473878,14.781506515901071
96.73223419888565,14.820716051778037
99.44759521218279,14.853580018737063
102.0567430353343,14.88582030989301
100.76436316710236,14.919046230380701
98.80446518011502,14.956183842100874
98.16163661662515,14.996272844817138
99.62917509130992,15.036137601198025
102.22333046795458,15.068540108169808
105.4781308076592,15.093288829963704
105.18919682802742,15.132634261950962
104.47266493445429,15.17215337830101
104.76236751869091,15.21185437907915
106.32401186882963,15.24875068971964
108.49260971379337,15.28239897200836
109.67001391429886,15.317978610717358
108.69943538563015,15.355042954527416
107.51936714458174,15.392199299424934
107.6271425594849,15.43136694829953
109.10050467271519,15.46679947991026
111.34101404058431,15.49918858769624
111.90333467948886,15.53423008600337
112.04349089290365,15.571378066047373
110.94156608949119,15.607362855762766
109.49885182425723,15.643267999607572
108.0622565826371,15.679670045151271
108.5211726808622,15.717477879725525
110.10893804262246,15.752449877426475
110.37669598548901,15.790604234961759
110.80422291245297,15.82851906275659
110.76932163036001,15.866288592742977
110.60955893848288,15.9043284090946
111.02664010622152,15.941994246453527
111.05228119431813,15.978939112891528
110.90675671309545,16.01603817963376
110.33232592383598,16.053784053354583
110.11799861770358,16.09193995771298
110.1089933040737,16.130188702024945
110.015085913097,16.16847357553659
110.08256841687601,16.20676764367575
110.31114462649182,16.244958886163744
108.89256666313408,16.278136614824206
107.10923200034954,16.313285303756423
105.84617912189834,16.35104857209388
105.2083040121129,16.390461674930982
104.85923234433189,16.43045171430713
103.37453424072478,16.465072071275262
100.35308652508772,16.493920378604766
99.13428995152492,16.533085371375467
99.32949104770225,16.575457616694727
99.24326471407049,16.612190418833798
97.93196260452068,16.649879091023067
97.62743630115772,16.692790062464734
97.35089217472905,16.735862927944194
97.45211999892297,16.77904776429504
96.57877227210005,16.81363566357647
93.79322852588045,16.842287707239098
93.28936884369521,16.886578951310494
94.00429490719374,16.930934854959368
94.90117281415866,16.974536934892136
95.8717945247742,17.017506987240683
96.80704887006844,17.0601663372098
95.77990351852134,17.097996474342526
93.950709983789,17.136377328597412
93.44583718766202,17.181036775930504
93.88417377438729,17.22552805763726
95.189903046148,17.267839832602267
96.53474980767533,17.30940325023043
97.76585620189275,17.35089618016896
99.31680749518158,17.39063372883895
99.59417901599964,17.431172084899185
99.86914981070659,17.472536076921916
100.76562228253376,17.51358959489854
102.20298959767824,17.55231548121839
103.96719186507643,17.589120311927353
105.33078815508405,17.627229941162707
106.76122942511073,17.664432372074398
106.82181261131721,17.703796345237865
107.35326551204918,17.742816945933168
109.6248277691645,17.775040983960146
112.6142994436807,17.80173921075539
115.12185437661977,17.831151430704075
113.36290068748569,17.860312393642506
112.69996276632175,17.896985766168232
114.40491018497754,17.929854986202663
117.00717401181458,17.958509280538905
117.09861579338153,17.989867399607476
114.3925164961886,18.017180494370127
111.74474519880222,18.044371195174612
111.74083591901503,18.08208949360207
114.23929632616927,18.109913565666275
116.73383317122959,18.13916269464309
119.86854499988252,18.162805133903202
121.22106536553186,18.19352216555155
121.0573609053994,18.227143036470697
119.22832017160646,18.258476480571925
116.93213443106566,18.288408277496657
115.19104108226254,18.321181690868965
114.08437573572327,18.35665752824919
113.86441845625211,18.393043965835947
115.51227314449432,18.426171605581946
118.45631523602711,18.45166635316565
121.24328767756633,18.478047371492455
121.44551441477573,18.512592831768995
120.50325165758794,18.546172301325363
119.31197649994556,18.57988886995322
118.25897780445965,18.61424554831277
118.56187249847808,18.64885541302202
120.0041012006608,18.681984901408583
122.31233336490538,18.710875847625733
125.49341947618807,18.733190330646007
127.97239024245734,18.75810256012765
128.22329560026594,18.79053110321921
127.52554416691468,18.822884105194042
127.00231014687364,18.855587481392227
127.09762213530995,18.888752507232642
125.75698150596725,18.92034649835679
125.67670329919716,18.953376111254794
126.18311307050372,18.986602256126655
127.94570466533396,19.015204030949775
131.9802546644002,19.024579910551708
134.29563974429075,19.04370643532615
133.84875548311004,19.0747111874105
132.60252459945613,19.104932301764475
132.42062109544995,19.136578139062554
132.46700481909005,19.168379397043385
132.27410975652285,19.20018603073488
132.21534281913353,19.232053226453274
132.618954420603,19.26366413317041
132.5310244230118,19.295000124337932
132.8303309590428,19.326471007857116
132.50881686262392,19.358111177111834
131.28974792638056,19.38714791695784
130.27980057454937,19.418413368372466
128.86175589048278,19.449045178926955
128.4177324548008,19.48153523675586
128.20088821092125,19.51432591084062
127.44136238309581,19.546759478657275
126.81741983186103,19.579546994808457
126.02034812872859,19.612267023743314
125.30178550416964,19.645316221622092
124.0141159571687,19.67737937213451
122.680705899475,19.70979380454809
122.03502164955049,19.7438313879683
121.65717823387057,19.778273218415634
119.74713896508183,19.80816170321858
117.68260970977792,19.838842884931864
117.1549664254371,19.873256011354997
118.21275698748937,19.907917963781117
118.74021489912535,19.943212651045894
119.41417576133178,19.978152095301326
119.82420648507909,20.013214282900215
120.35477840620094,20.04802861292089
120.81205005401182,20.082774998885572
120.480239112971,20.11757937661546
119.29145822692735,20.151308190377804
117.30681902509372,20.18234832953655
116.38528248078087,20.21754643225023
115.61013011512772,20.25326131884393
115.78127377616993,20.2889185214695
116.9898498205816,20.323611401717088
118.48955360396403,20.357051008610593
120.19478309175408,20.389347897860645
122.02180735606844,20.420709554423222
123.96524140729804,20.451117033444323
125.72223883388129,20.481648332994766
127.18820684800873,20.512896938377473
128.46489776071147,20.544272755844887
129.56083225533985,20.575731567524954
130.27959982194722,20.607696944755673
130.9097848246711,20.6392580027722
130.05470824269833,20.670713203445057
131.1624352990524,20.70184837130946
132.39511225805634,20.732432976507017
134.37556815692213,20.760091544659137
137.05899161391136,20.78396124435827
139.76280149049825,20.807230847103575
142.58849411706922,20.829143390465767
145.59092395368677,20.849434780244923
147.90707337390674,20.873180640905566
146.84801138252104,20.898225759256697
144.24496855237962,20.92091593773954
143.094571590487,20.948147983495108
143.948293135025,20.97656198821818
145.99149944525186,21.00180596782977
148.9692874656007,21.021840678650516
152.0406841567582,21.041010291193853
154.76371110348492,21.061814889518985
156.5303965141035,21.0860580795854
155.42530990125752,21.1116074719353
152.91201379281637,21.133173696447496
150.32805750797093,21.154256612667382
148.9952188850202,21.180924121966257
149.0889363702763,21.208258425530538
150.29088992391573,21.23519122185738
151.29445582948864,21.26233722934483
151.85659388994873,21.289774550861452
152.26822202997232,21.317358533276714
152.7950319586394,21.34477305752468
152.32640805788847,21.371715014689634
151.5146410092634,21.398915011622847
150.74769613626785,21.426190292232036
149.66352424582928,21.453245585758633
148.97015894472236,21.480971384528498
147.06495672991332,21.50627594600593
145.99191893668268,21.53398913016991
144.6253602224618,21.560644135195048
145.346006912563,21.589285480991563
146.90076156740037,21.615492643750702
148.42009692870352,21.641554204393497
149.89217220560704,21.667719666204288
149.4893784876053,21.69541876233594
147.83616841755196,21.721117760117927
145.52719225224394,21.745155561879937
143.44637830290588,21.770519445816173
141.4519612899676,21.796579991074324
139.41951973650578,21.822871355649564
138.34012475441992,21.851844203418185
140.6427354318632,21.873985274445236
144.27839369096034,21.8888191692126
147.62525080821865,21.905136160288205
148.24854006792145,21.933235225435638
148.0643924919694,21.96165529741839
148.00007781931188,21.990123093845924
146.22825018579496,22.016001427048476
145.45936283994604,22.044323872705107
145.4891750584554,22.0731749597145
145.89496418797833,22.101969031329126
147.37894379295756,22.128050565953014
148.01301230073247,22.15626174094166
148.76382142814947,22.184210222699775
148.71597976383353,22.212462042335815
148.67596461496672,22.240804780646975
148.7553907931583,22.269140007865154
148.25764829328176,22.2968108925347
146.3602283416489,22.322358548102997
147.3458468239936,22.349226940466707
147.50229875620258,22.3770236690719
146.48119071436048,22.40472336233303
